Column1,Employee Code,Date,Time,Column5,Attendance Code,Column7,Column8
,82,27/06/2026,9:34:34 AM,1,0,1,0
,82,27/06/2026,9:34:36 AM,1,0,1,0
,39,27/06/2026,12:42:33 PM,1,1,1,0
,74,27/06/2026,4:07:04 PM,1,1,1,0
,31,27/06/2026,5:00:10 PM,1,1,1,0
,70,27/06/2026,5:00:17 PM,1,1,1,0
,36,27/06/2026,5:00:38 PM,1,1,1,0
,79,27/06/2026,5:00:45 PM,1,1,1,0
,89,27/06/2026,5:00:52 PM,1,1,1,0
,79,27/06/2026,5:01:01 PM,1,1,1,0
,78,27/06/2026,5:01:07 PM,1,1,1,0
,62,27/06/2026,5:01:12 PM,1,1,1,0
,59,27/06/2026,5:01:18 PM,1,1,1,0
,56,27/06/2026,5:01:28 PM,1,1,1,0
,73,27/06/2026,5:01:46 PM,1,1,1,0
,50,27/06/2026,5:01:51 PM,1,1,1,0
,68,27/06/2026,5:01:59 PM,1,1,1,0
,48,27/06/2026,5:02:04 PM,1,1,1,0
,20,27/06/2026,5:02:23 PM,1,1,1,0
,30,27/06/2026,5:03:13 PM,1,1,1,0
,27,27/06/2026,5:03:38 PM,1,1,1,0
,83,27/06/2026,5:05:43 PM,1,1,1,0
,92,27/06/2026,5:05:49 PM,1,1,1,0
,91,27/06/2026,5:05:55 PM,1,1,1,0
,46,27/06/2026,5:06:01 PM,1,1,1,0
,76,27/06/2026,5:06:10 PM,1,1,1,0
,61,27/06/2026,5:06:18 PM,1,1,1,0
,81,27/06/2026,5:06:34 PM,1,1,1,0
,34,27/06/2026,5:06:41 PM,1,1,1,0
,37,27/06/2026,5:06:57 PM,1,1,1,0
,69,27/06/2026,5:07:31 PM,1,1,1,0
,38,27/06/2026,5:09:56 PM,1,1,1,0
,87,27/06/2026,5:12:34 PM,1,1,1,0
,82,27/06/2026,5:14:14 PM,1,1,1,0
,82,27/06/2026,5:14:17 PM,1,1,1,0
,86,27/06/2026,5:17:08 PM,1,1,1,0
,25,27/06/2026,5:18:01 PM,1,1,1,0
,47,27/06/2026,5:19:10 PM,1,1,1,0
,47,27/06/2026,5:22:19 PM,1,1,1,0
